article_id,title,source,bias_rating,text,generated_question
452,MittÃ¢â‚¬â„¢s View on Foreign Policy,Wall Street Journal (News),center,"Mitt Romney called for the U.S. to play a more active role in shaping the new governments sprouting from the Arab Spring, but he offered few details on how he would meet that challenge if he were president.
""It is time to change course in the Middle East,"" the Republican presidential nominee said in a speech Monday at the Virginia Military Institute. ""The president has failed to offer the tangible support that our partners want and need.""",What did Mitt Romney say the US president has failed to offer to partners in the Middle East?
453,Rudy Giuliani Issues Statement Clarifying Remarks on Stormy Daniels Payment,Axios,center,"President Trump's new lawyer, Rudy Giuliani, issued a statement Friday clarify his earlier remarks on Fox News, noting that his ""references to timing [regarding Trump's reimbursing Michael Cohen for his $130,000 payment to Stormy Daniels] were not describing my understanding of the President’s knowledge, but instead, my understanding of these matters.""","What amount did Michael Cohen pay to Stormy Daniels, according to Rudy Giuliani's statement?"
454,Robert Mueller Subpoenas Trump Campaign,Wall Street Journal (News),center,"Special counsel Robert Mueller’s team in mid-October issued a subpoena to President Donald Trump’s campaign requesting Russia-related documents from more than a dozen top officials, according to a person familiar with the matter.",What action did special counsel Robert Mueller's team take regarding President Donald Trump's campaign in mid-October?
455,Senate Negotiators Rush to Meet Infrastructure Deadline,The Hill,center,"Senate Republican centrists are calling on Senate Majority Leader Charles Schumer (D-N.Y.) to postpone a key vote on a bipartisan infrastructure package until Monday to give negotiators more time to reach a deal.
Schumer has scheduled a procedural vote on a motion to begin debate on the infrastructure package for Wednesday, and Republicans say he will not have the 60 votes needed to proceed.
“My hope is that Sen. Schumer will agree to postpone the vote. We’re making significant progress,” said Sen. Susan Collins (R-Maine).",When has Senate Majority Leader Charles Schumer scheduled a procedural vote on a motion to begin debate on the infrastructure package?
456,US House Passes Bill to Create Commission to Probe Jan. 6 Capitol Breach,The Hill,center,"The House on Wednesday passed a bill to establish a commission to investigate the Jan. 6 attack on the Capitol, earning relatively little support from Republicans as GOP leaders sought to quash a bill negotiated by one of their own members.
Lawmakers passed the bill in a 252-175 vote, with 35 Republicans joining all Democrats in support.
The legislation’s chances appear increasingly slim in the Senate after both Senate Minority Leader Mitch McConnell (R-Ky.) and House Minority Leader Kevin McCarthy (R-Calif.) came out in opposition to the bill.",How many Republicans voted in support of the bill to establish a commission to investigate the Jan. 6 attack on the Capitol?
457,US Senate Approves Tax Bill,RealClearPolitics,center,"After Republicans failed -- in dramatic fashion -- to repeal the Affordable Care Act over the summer, some lawmakers fretted about the status of their nascent tax overhaul, their re-election prospects and their overall ability to govern.",What happened to the Republican effort to repeal the Affordable Care Act over the summer?
458,Florida Gov. DeSantis Signs Law Limiting Mail-In Ballots and Drop Boxes,Tampa Bay Times,center,"During a nationally televised event hosted by a fan club of former President Donald Trump, Gov. Ron DeSantis on Thursday signed into law contentious and wide-ranging changes to the state’s voting system, including provisions targeting voting by mail and limiting the use of ballot drop boxes.
Highlighting the sharply partisan debate surrounding Senate Bill 90, passed by state lawmakers last week, DeSantis barred Florida reporters from attending the event held in West Palm Beach before the group Club 45 USA. Fox News was granted exclusive access.",What changes to the state's voting system did Gov. Ron DeSantis sign into law on Thursday?
459,House Committee Hears Testimony Regarding Reparations,The Hill,center,"Sen. Tim Scott (R-S.C.), the only African American Republican in the Senate, says reparations for slavery are a “non-starter.”
Scott said Wednesday that it would be too difficult to calculate who deserves compensation and who must pay for the institution of slavery and the years of discriminatory laws that followed its abolition.
“There’s no question that slavery is a scourge on the history of America. The question is: Is reparations a realistic path forward? The answer is no,” Scott said.",Does Sen. Tim Scott support reparations for slavery?
460,Tomorrow: The VP Debate,Wall Street Journal (News),center,Mike Pence is in many ways Donald Trump’s opposite—an unfailingly polite and humble establishment Republican with a full head of naturally white hair and a wife of 31 years.,How long has Mike Pence been married to his wife?
461,Trump Encourages Voting by Mail in Florida,Newsweek,center,"President Donald Trump encouraged all Floridians to vote by mail Tuesday, just a week after he told Axios interviewer Jonathan Swan that mail-in voting on a large scale results in ""massive cheating.""
""There is no way you can go through a mail-in vote without massive cheating,"" Trump said during the July 28 interview, which aired on HBO Monday. He referred to recent efforts by state leaders to encourage vote-by-mail during the coronavirus pandemic as a ""new phenomenon"" and clarified, ""It's new in terms of the kinds of millions and millions...",What did President Donald Trump say about mail-in voting on a large scale during his July 28 interview with Jonathan Swan?
