article_id,title,source,bias_rating,text,generated_question,question_gen_model
1062,Hillary Clinches Democratic Nomination,Fox News (Online News),right,"Hillary Clinton has earned enough delegates to clinch the Democratic presidential nomination, according to an Associated Press count released Monday night – an assessment swiftly challenged by primary rival Bernie Sanders and his campaign.",How many delegates has Hillary Clinton earned to clinch the Democratic presidential nomination according to the Associated Press count?,gpt-4o-mini
1063,Trump Signs $2.2 Trillion Coronavirus Stimulus,Fox News (Online News),right,"President Trump on Friday signed a more than $2 trillion legislative package to combat the coronavirus pandemic and send economic relief to workers and businesses squeezed by restrictions meant to stop the outbreak’s spread after the House of Representatives overwhelmingly approved the legislation earlier in the day.
""I want to thank Democrats and Republicans for coming together and putting America first,"" Trump said during an afternoon Oval Office signing ceremony.
The legislation, approved by voice vote despite 11th-hour drama arising from a GOP lawmaker’s objections, amounts to the costliest stimulus...",What amount did President Trump sign for the legislative package to combat the coronavirus pandemic?,gpt-4o-mini
1064,Trump Narrows the VP List,Fox News (Online News),right,Donald Trump on Monday spent part of his July 4th with Sen. Joni Ernst -- fueling speculation that the Iowa freshman senator could be on the short list of his vice presidential picks.,Did Donald Trump spend part of his July 4th with Sen. Joni Ernst?,gpt-4o-mini
1065,Post-Debate Analysis,Fox News (Online News),right,"President Obama and Mitt Romney tangled in the opening moments of their second debate on the economy, taxes and energy Ã¢â‚¬â€œ as the president tried to make up for lost ground in the wake of his opening debate performance.",What topics did President Obama and Mitt Romney discuss during their second debate?,gpt-4o-mini
1066,"Arizona and Wisconsin Certify Biden Victories, Trump Campaign Files Lawsuit",Washington Times,right,"Arizona and Wisconsin certified presumptive President-elect Joseph R. Biden as winning those states Monday, even as President Trump’s attorneys urged Republican state legislators to override Mr. Biden’s victory and choose presidential electors for Mr. Trump.
In Georgia, state officials announced a limited investigation into allegations of voter fraud, although they said it was unlikely to overturn Mr. Biden’s win there.
Arizona Secretary of State Katie Hobbs, a Democrat, certified that Mr. Biden won the state by 0.3 percentage points, or 10,457 votes. She also certified that Democrat Mark Kelly defeated...","What was the margin by which Joe Biden won Arizona, as certified by the state's Secretary of State?",gpt-4o-mini
1067,Trump Versus the RNC,Breitbart News,right,Republican Party Committee Chairman Reince Priebus is taking a swipe at GOP frontrunner Donald Trump over his complaints about the Colorado delegate-selection process.,What did Republican Party Committee Chairman Reince Priebus say about GOP frontrunner Donald Trump?,gpt-4o-mini
1068,Fiorina and Christie End 2016 Campaigns,Fox News (Online News),right,"New Jersey Gov. Chris Christie suspended his Republican presidential bid Wednesday afternoon, joining former HP executive Carly Fiorina in exiting the 2016 race after a disappointing finish in the New Hampshire primary.",What action did New Jersey Gov. Chris Christie take regarding his presidential bid on Wednesday afternoon?,gpt-4o-mini
1069,Bernie Sanders Undergoes Emergency Heart Procedure,Washington Examiner,right,"Bernie Sanders will cancel campaign events until further notice after he experienced chest discomfort at a campaign event on Tuesday evening and received two stents following the discovery of blockage in one artery, his campaign said.
“During a campaign event yesterday evening, Sen. Sanders experienced some chest discomfort. Following medical evaluation and testing he was found to have a blockage in one artery and two stents were successfully inserted. Sen. Sanders is conversing and in good spirits. He will be resting up over the next few days. We are canceling...",What medical procedure did Bernie Sanders undergo after experiencing chest discomfort at a campaign event?,gpt-4o-mini
1070,Super Tuesday Begins,Washington Times,right,"The GOP presidential field mounted a last-ditch effort to derail Donald Trump ahead of Super Tuesday’s slate of primaries, with Sen. Marco Rubio demanding the billionaire businessman begin making his signature clothing lines in the U.S., while Sen. Ted Cruz accused him of plotting to go back on his vow to deport illegal immigrants.",What actions did the GOP presidential candidates take to challenge Donald Trump before Super Tuesday?,gpt-4o-mini
1071,Can the GOP Unite?,CBN,right,"Donald Trump delivered a knock-out punch to Sen. Ted Cruz, winning an astounding victory in Indiana Tuesday night.
The state was Cruz's last stand, but he was unable to deliver. That means Trump is now the presumptive GOP nominee for president.",What was the outcome of the Indiana primary for Donald Trump and Ted Cruz?,gpt-4o-mini
