Unnamed: 0,title,tags,heading,source,text,bias_rating
13729,Stacey Abrams Apologizes for Maskless Photo,"['Coronavirus', 'Mask Mandates', 'Schools', 'Stacey Abrams', '2022 Georgia Gubernatorial Election']",Stacey Abrams apologizes after being photographed maskless at school event,Washington Examiner,"Stacey Abrams apologized after receiving criticism for being photographed maskless while surrounded by school children wearing masks.
The Democratic gubernatorial candidate for Georgia told CNN on Tuesday she got caught up in the ""excitement"" of reading to children for an African American read-in day when she posed for the cameras.
""I took a picture, and that was a mistake. Protocols matter, and protecting our kids is the most important thing, and anything that could be perceived as undermining that is a mistake, and I apologize,"" Abrams said.
Abrams said she wore her mask prior to approaching a podium, where she...",right
14863,Cheney Loses and Other Takeaways From Tuesday's Primaries,"['2022 Elections', 'Elections', '2022 Wyoming House Election', 'Liz Cheney']","Trump gloats over nemesis Liz Cheney’s primary loss, calls her ‘fool’",New York Post (News),"Former President Donald Trump was quick to gloat over the crushing Wyoming Republican primary election loss of his nemesis Liz Cheney — calling her a “fool” who “should be ashamed of herself.”
Trump, 76, took to his Truth Social late Tuesday to hail the “very decisive WIN” by the challenger he’d backed, Harriet Hageman, saying the “very big Liz Cheney loss” was “far bigger than had ever been anticipated.”
“This is a wonderful result for America, and a complete rebuke of the Unselect Committee of political Hacks and Thugs,” he said.
“Liz Cheney should...",right
9117,Senate Power-Sharing Deal Will Proceed With Filibuster Assurances,"['US Senate', 'Filibuster', 'Mitch McConnell', 'Politics']",McConnell to lift blockade on Dems' Senate control after filibuster assurances,Washington Times,"Minority Leader Mitch McConnell said Monday that he’s now satisfied the filibuster, a defining feature of the Senate, won’t be erased, so he will lift his blockade and allow Democrats to finish organizing as the majority party.
The Kentucky Republican has been holding up Democrats’ ability to take control of committees, using that as leverage to try to win an ironclad agreement from Democrats that they would not trigger the nuclear option and nix the filibuster.
He didn’t win that concession, but he said two Democrats have come out forcefully...",right
5644,Senators Question John Ratcliffe at Confirmation Hearing to be Intelligence Chief,"['US Senate', 'Senate Intelligence Committee', 'John Ratcliffe', 'Director Of National Intelligence', 'Coronavirus', 'National Security', 'Defense And Security']","Who is John Ratcliffe, Trump's nominee for director of national intelligence?",Fox News (Online News),"The first hearing set to take place after the Senate returned from a coronavirus-induced hiatus is the Senate Intelligence Committee's confirmation hearing for Rep. John Ratcliffe, R-Texas, President Trump's nominee for the director of national intelligence position.
Ratcliffe is a member of the House Intelligence, Judiciary, and Ethics Committees. He was a staunch defender of Trump during the Russia investigation and was on the president's advisory team during the impeachment proceedings earlier this year. Trump first considered him for the DNI position last year, but he withdrew his name last...",right
12435,Veritas Reveals Clinton DNC Incite Violence,"['Presidential Elections', 'Elections']",Undercover video shows Democrats admitting they hire agitators for Trump events,Washington Times,Those supposedly spontaneous protesters disrupting events for Republican presidential nominee Donald Trump actually may be professionals trained by operatives working with the Democratic National Committee and the Hillary Clinton campaign.,right
19194,Democrats Bench Obama in Debates,['Elections'],OPINION: Fearing the ‘Obama factor’ in midterms,Washington Times,Legendary GOP campaign strategist Lee Atwater was guided by a political maxim he called the Napoleonic rule: Never interfere with the enemy when he is in the process of defeating himself.,right
11134,Perspectives: Election Day 2021 Spells Trouble for Dems,"['Elections', 'Politics', 'Republican Party', 'Democratic Party', 'Virginia', 'Joe Biden', 'Glenn Youngkin', 'Terry McAuliffe']",A ‘Five-Alarm Fire’ for Democrats,Jim Geraghty,"And how are you this morning? Here in Virginia, the sun is shining a little brighter, the birds are chirping sweetly, the leaves are turning vibrant colors, and Republicans just stomped the bejeebers out of Democrats up and down the ballot. A “bloodbath,” as University of Virginia professor Larry Sabato told Rachel Maddow last night. “A five-alarm fire,” as Van Jones declared on CNN.
Glenn Youngkin won the Virginia governor’s race by about 70,000 votes over Terry McAuliffe, Winsome Sears won the lieutenant-governor’s race by about 56,000 votes, and Jason Miyares won the state...",right
14346,Why are Democrats Boosting Pro-Trump Candidates in the 2022 Primaries?,"['2022 Elections', 'Politics', 'Donald Trump', 'Elections']",The Democrats’ Cynical Game in Republican Primaries,National Review,"Republican primaries, which were once a sparring ground for ideas, have too often of late become battles over attitude and tests of personal loyalty to Donald Trump. Some candidates seek to prove their bona fides by embracing false claims about the 2020 election being stolen, precisely because they know that responsible opponents will be unwilling to do so. Too many campaigns revolve around the idea that candidates should be not just unyielding or combative but transgressive. When voters reward this behavior, it is imitated further.
Just as cynically, Democrats — while...",right
16713,Hillary Clinches Democratic Nomination,"['Presidential Elections', 'Elections']",Clinton has delegates to win Dem nominatio; Sanders questions tally,Fox News (Online News),"Hillary Clinton has earned enough delegates to clinch the Democratic presidential nomination, according to an Associated Press count released Monday night – an assessment swiftly challenged by primary rival Bernie Sanders and his campaign.",right
12637,Trump Signs $2.2 Trillion Coronavirus Stimulus,"['US House', 'Disaster', 'Donald Trump', 'White House', 'Coronavirus', 'Public Health', 'US Congress', 'Politics']",Trump signs $2T coronavirus stimulus bill after House passes historic response,Fox News (Online News),"President Trump on Friday signed a more than $2 trillion legislative package to combat the coronavirus pandemic and send economic relief to workers and businesses squeezed by restrictions meant to stop the outbreak’s spread after the House of Representatives overwhelmingly approved the legislation earlier in the day.
""I want to thank Democrats and Republicans for coming together and putting America first,"" Trump said during an afternoon Oval Office signing ceremony.
The legislation, approved by voice vote despite 11th-hour drama arising from a GOP lawmaker’s objections, amounts to the costliest stimulus...",right
9364,Trump Narrows the VP List,"['Presidential Elections', 'Elections']",The Short List,Fox News (Online News),Donald Trump on Monday spent part of his July 4th with Sen. Joni Ernst -- fueling speculation that the Iowa freshman senator could be on the short list of his vice presidential picks.,right
3718,Post-Debate Analysis,"['Presidential Elections', 'Elections']","Obama, Romney turn up the tension in second presidential debate",Fox News (Online News),"President Obama and Mitt Romney tangled in the opening moments of their second debate on the economy, taxes and energy Ã¢â‚¬â€œ as the president tried to make up for lost ground in the wake of his opening debate performance.",right
16344,"Arizona and Wisconsin Certify Biden Victories, Trump Campaign Files Lawsuit","['Elections', 'Arizona', 'Wisconsin', '2020 Election', 'Joe Biden', 'Donald Trump', 'Trump Campaign', 'Lawsuits']","Arizona, Wisconsin certify Biden as winner over Trump team's objections",Washington Times,"Arizona and Wisconsin certified presumptive President-elect Joseph R. Biden as winning those states Monday, even as President Trump’s attorneys urged Republican state legislators to override Mr. Biden’s victory and choose presidential electors for Mr. Trump.
In Georgia, state officials announced a limited investigation into allegations of voter fraud, although they said it was unlikely to overturn Mr. Biden’s win there.
Arizona Secretary of State Katie Hobbs, a Democrat, certified that Mr. Biden won the state by 0.3 percentage points, or 10,457 votes. She also certified that Democrat Mark Kelly defeated...",right
